69,945,000,
69,935,000,
69,932,000,
69,926,000,
69,931,000,
69,980,000,
69,934,000,
69,960,000,
69,975,000,
69,990,000,
69,950,000,
69,983,000,
69,928,000,
69,927,000,
69,982,000,
69,900,001,
69,900,001,
69,985,000,
69,955,000,
69,940,000,
69,925,000,
69,970,000,
69,930,000,
57,490,000,
57,660,000,
57,300,001,
57,300,001,
57,690,000,
57,925,000,
57,180,000,
57,420,000,
57,630,000,
57,435,000,
57,680,000,
57,830,000,
57,570,000,
57,770,000,
57,968,000,
57,250,000,
57,350,000,
57,530,000,
57,780,000,
57,535,000,
57,760,000,
57,325,000,
57,975,000,
57,140,000,
57,230,000,
57,320,000,
57,480,000,
57,560,000,
57,625,000,
57,340,000,
57,220,000,
57,995,000,
57,360,000,
57,890,000,
57,620,000,
57,280,000,
57,545,000,
57,430,000,
57,960,000,
57,950,000,
57,425,000,
57,255,000,
57,980,000,
57,965,000,
57,270,000,
57,330,000,
57,260,000,
57,000,001,
57,000,001,
57,580,000,
57,730,000,
57,955,000,
57,520,000,
57,160,000,
57,670,000,
57,540,000,
57,910,000,
57,990,000,
57,615,000,
57,440,000,
57,820,000,
57,970,000,
57,442,000,
57,470,000,
57,390,000,
57,550,000,
57,525,000,
57,410,000,
57,600,001,
57,600,001,
57,400,000,
57,475,000,
57,935,000,
57,930,000,
57,740,000,
57,200,000,
57,210,000,
57,150,000,
57,720,000,
57,460,000,
57,510,000,
57,900,000,
57,945,000,
57,290,000,
57,750,000,
57,100,000,
57,257,000,
57,130,000,
57,500,000,
57,840,000,
57,380,000,
57,860,000,
57,445,000,
57,920,000,
57,240,001,
57,240,001,
57,940,000,
57,275,000,
57,120,000,
57,515,000,
57,635,000,
57,640,000,
57,265,000,
57,370,000,
57,800,000,
57,700,000,
69,540,000,
69,620,000,
69,445,000,
69,440,000,
69,265,000,
69,650,000,
69,240,000,
69,700,000,
69,160,000,
69,630,000,
69,430,000,
69,195,000,
69,850,000,
69,200,000,
69,425,000,
69,820,000,
69,500,000,
69,250,000,
69,255,000,
69,460,000,
69,450,000,
69,880,000,
69,870,000,
69,670,000,
69,895,000,
69,800,000,
69,890,000,
69,415,000,
69,100,001,
69,100,001,
69,510,000,
69,120,000,
69,495,000,
69,520,000,
69,660,000,
69,830,000,
69,400,001,
69,400,001,
69,435,000,
69,000,001,
69,000,001,
69,280,000,
69,490,000,
69,190,000,
69,140,000,
69,230,000,
69,730,000,
69,260,000,
69,150,001,
69,150,001,
69,860,000,
69,735,000,
69,117,000,
69,740,000,
69,680,000,
69,750,000,
69,600,000,
69,135,000,
69,114,000,
69,640,000,
69,480,000,
69,550,001,
69,550,001,
69,685,000,
69,530,000,
69,130,000,
69,180,000,
68,950,000,
68,960,000,
68,973,000,
68,915,000,
68,976,000,
68,920,000,
68,900,001,
68,900,001,
68,940,000,
68,980,000,
68,945,000,
68,997,000,
68,918,000,
68,925,001,
68,925,001,
68,948,000,
68,990,000,
68,924,000,
46,690,000,
48,680,000,
48,360,000,
48,435,000,
48,170,000,
45,220,000,
48,000,001,
48,000,001,
45,910,000,
45,640,000,
45,300,000,
44,230,000,
44,910,000,
45,180,000,
46,830,000,
48,990,000,
47,960,000,
44,670,000,
48,420,000,
44,180,000,
44,780,000,
48,350,000,
45,355,000,
48,108,000,
46,130,000,
48,760,000,
48,130,000,
45,695,000,
44,490,000,
45,675,000,
47,830,000,
44,620,000,
48,405,000,
47,100,000,
46,650,000,
45,120,000,
44,990,000,
45,560,000,
47,800,001,
47,800,001,
44,895,000,
45,625,000,
48,705,000,
45,800,000,
45,160,000,
48,780,000,
45,250,000,
46,850,000,
47,600,000,
45,263,000,
46,740,000,
46,820,000,
46,530,000,
46,570,000,
45,325,000,
47,750,000,
47,560,000,
46,100,000,
45,615,000,
47,120,000,
45,130,000,
44,345,000,
44,300,000,
46,300,000,
44,730,000,
45,265,000,
46,400,000,
44,880,000,
45,420,000,
44,750,000,
45,880,000,
42,800,001,
42,800,001,
45,445,000,
47,220,000,
44,790,000,
47,730,000,
44,890,000,
45,860,000,
48,710,000,
43,800,001,
43,800,001,
46,380,000,
45,157,000,
48,840,000,
48,520,000,
44,645,000,
44,695,000,
45,177,000,
45,900,000,
48,390,000,
46,445,000,
47,300,000,
44,500,000,
47,845,000,
48,110,000,
46,575,000,
44,940,000,
48,660,000,
48,410,000,
48,450,000,
45,638,000,
47,680,000,
44,320,000,
44,540,000,
48,730,000,
44,245,000,
48,300,000,
46,200,000,
46,620,000,
44,250,000,
46,280,000,
47,690,000,
48,590,000,
47,650,000,
47,900,000,
45,330,000,
48,480,000,
47,950,000,
44,380,000,
48,930,000,
45,590,000,
42,850,000,
46,165,000,
44,560,000,
45,305,000,
45,150,000,
48,180,000,
46,180,000,
48,370,000,
48,500,000,
45,820,001,
45,820,001,
48,415,000,
46,446,000,
44,000,001,
44,000,001,
44,775,000,
45,720,000,
45,740,000,
47,990,000,
45,450,000,
44,650,000,
47,450,000,
48,620,000,
45,540,000,
44,350,000,
46,205,000,
46,430,000,
45,840,000,
48,445,000,
46,860,000,
46,390,000,
45,745,000,
46,760,000,
45,290,000,
44,970,000,
46,540,000,
46,840,000,
45,500,000,
45,940,000,
45,580,000,
46,700,000,
44,960,000,
47,520,000,
48,725,000,
46,490,000,
45,443,000,
45,280,000,
45,650,001,
45,650,001,
48,490,000,
44,680,000,
45,570,000,
44,600,000,
47,590,000,
45,370,000,
46,770,000,
46,980,000,
44,255,000,
44,900,000,
45,848,000,
46,880,000,
45,600,001,
45,600,001,
45,530,000,
46,790,000,
45,230,000,
45,585,000,
45,850,000,
47,440,000,
45,730,000,
45,630,000,
45,836,000,
45,455,000,
45,140,000,
48,290,000,
45,970,000,
44,460,000,
45,750,000,
45,855,000,
45,700,000,
48,475,000,
45,645,000,
45,340,000,
45,780,000,
46,875,000,
45,350,000,
48,850,000,
45,710,000,
46,640,000,
45,435,000,
46,438,000,
47,655,000,
46,310,000,
44,700,000,
45,345,000,
48,960,000,
44,480,000,
48,310,000,
45,200,001,
45,200,001,
48,540,000,
45,470,000,
45,225,000,
44,920,000,
48,900,001,
48,900,001,
45,834,000,
44,925,000,
45,622,000,
46,670,000,
45,215,000,
46,425,000,
45,490,000,
45,950,000,
46,825,000,
45,365,000,
48,720,000,
44,905,000,
42,700,001,
42,700,001,
46,960,000,
46,330,000,
46,140,000,
47,850,000,
46,805,000,
45,760,000,
46,500,000,
48,650,000,
42,600,000,
46,255,000,
45,770,000,
44,630,000,
46,440,000,
46,110,000,
45,240,000,
47,160,000,
45,360,000,
44,420,000,
45,520,000,
46,780,000,
45,870,000,
48,280,000,
46,480,000,
45,960,000,
44,720,000,
45,315,000,
44,745,000,
45,255,000,
48,800,000,
47,580,000,
44,850,000,
46,290,000,
46,750,000,
45,930,000,
44,885,000,
44,800,000,
44,575,000,
47,115,000,
44,340,000,
45,480,000,
44,400,000,
45,440,000,
48,870,000,
45,270,000,
44,642,000,
45,452,000,
45,390,000,
46,835,000,
48,460,000,
45,920,000,
46,730,000,
48,455,000,
48,470,000,
47,530,000,
48,150,000,
44,718,000,
46,460,000,
46,930,000,
46,190,000,
47,500,000,
48,430,000,
45,890,000,
48,600,001,
48,600,001,
44,655,000,
48,140,000,
48,580,000,
46,765,000,
47,240,000,
46,360,000,
44,770,000,
44,610,000,
45,436,000,
46,270,000,
44,830,000,
45,375,000,
45,190,000,
45,260,000,
48,120,000,
44,755,000,
45,810,000,
45,790,000,
45,980,000,
44,930,000,
46,250,000,
45,416,000,
48,860,000,
48,830,000,
44,713,000,
44,520,000,
47,200,000,
48,750,000,
47,970,000,
44,640,000,
46,470,000,
48,440,000,
48,400,000,
45,155,000,
46,170,000,
46,220,000,
46,550,000,
48,330,000,
48,630,000,
46,800,000,
44,450,000,
40,000,001,
40,000,001,
44,150,000,
48,570,000,
45,807,000,
45,725,000,
45,320,000,
45,865,000,
47,640,000,
47,150,000,
44,590,000,
48,880,000,
47,700,000,
44,260,000,
44,200,000,
44,570,001,
44,570,001,
44,190,000,
47,820,000,
48,895,000,
44,550,000,
44,360,000,
47,665,000,
43,900,000,
44,915,000,
44,330,000,
45,620,000,
44,698,000,
44,580,000,
43,850,000,
44,530,000,
48,485,000,
44,220,000,
44,740,000,
46,900,000,
46,450,000,
48,970,000,
47,350,000
